,order_id,tip
28117,2461141,True
28160,44208,True
28165,1970519,False
28175,962113,False
28183,799957,False
28224,1687224,False
28270,766690,True
28287,3276317,False
28306,2159341,False
28364,3335689,True
28462,30739,True
28468,1936522,False
28475,2690667,True
28499,1227928,True
28560,773433,True
28568,2750066,False
28578,605135,False
28590,3310456,False
28629,1665205,True
28649,449406,False
28673,583743,False
28687,3327885,False
28776,3303655,False
28785,3390062,False
28883,2777518,False
28888,1357889,False
28901,1271363,False
28915,1609350,False
28921,2733497,False
28949,953344,False
28964,1017184,False
28987,407451,False
29005,2010460,True
29015,2337257,True
29063,3090568,False
29078,1959430,True
29085,2125427,False
29145,1507357,False
29149,1533428,False
29184,1728833,True
29212,2827845,False
29228,2994726,True
29248,3128387,False
29271,1682034,False
29292,992168,True
29310,1014048,False
29347,1097996,True
29355,2362492,False
29370,2439174,False
29388,112732,True
29402,791162,False
29455,3217286,False
29489,3007225,False
29493,2545099,False
29509,2600873,True
29584,3261927,False
29606,1825343,False
29612,1956619,False
29636,533174,False
29647,961949,False
29672,1632990,False
29703,2077487,True
29730,1860290,False
29760,354702,True
29766,1351660,False
29770,942703,False
29779,3351504,True
29899,1873298,False
29905,2519194,True
29943,2853765,False
29974,2324814,False
29988,2486302,False
29994,1380158,False
29998,524333,True
30019,1766941,False
30027,628652,False
30088,3002092,True
30108,119472,False
30116,1701505,False
30124,2987778,False
30137,2823496,False
30141,3085479,False
30146,2996947,False
30185,178541,True
30258,1564802,True
30265,3059205,False
30380,1228928,False
30522,374806,False
30550,2586713,False
30561,1714656,False
30565,3118633,False
30583,2939441,False
30589,3009617,False
30606,1926246,False
30636,1979738,True
30649,1086428,True
30676,2490147,True
30753,332488,True
30759,2821394,False
30777,1349393,False
30784,1234443,False
30788,1635300,False
30795,3118486,True
30804,893162,False
30835,2895482,False
30839,1332864,False
30860,3315142,False
30867,112127,False
30890,656730,False
31004,846154,False
31064,2304978,True
31068,1279598,True
31086,2761238,False
31092,1838937,True
31114,362112,True
31132,1633498,False
31154,1398086,False
31201,3321673,True
31216,2713448,False
31288,1365633,False
31307,1911114,False
31330,2106319,True
31358,1773153,False
31365,183932,False
31380,1163865,False
31416,1929617,False
31482,3102893,True
31512,352729,False
31517,569211,False
31569,2813662,True
31578,3225584,False
31625,1100193,False
31651,3391428,True
31656,1231583,False
31701,103086,False
31705,3379094,False
31805,1696468,False
31810,2102995,True
31828,2845361,False
31839,329201,True
31845,1440983,True
31880,1250869,True
31937,2992254,True
31941,1998752,False
31948,221742,True
31952,2545948,False
32034,3236785,True
32043,1625859,False
32086,1763237,False
32106,2947672,False
32133,622151,False
32160,176355,False
32242,2227217,False
32249,1435886,False
32283,1249350,True
32289,1989979,False
32295,2302409,False
32337,126793,True
32351,753627,False
32423,344272,False
32455,3381233,False
32461,1502181,False
32472,2713679,True
32524,987813,False
32528,374531,False
32562,2466422,False
32599,1336754,True
32647,2619232,True
32671,718466,True
32698,3137173,False
32702,723482,False
32711,2997751,True
32740,604361,False
32748,2292656,True
32779,2457721,False
32786,1067531,True
32808,2982145,True
32843,2658681,True
32903,3085631,False
32913,306044,False
32918,1315069,False
32937,702416,True
32974,1036878,False
32988,2559116,False
33013,648020,False
33028,750590,True
33034,3395721,False
33044,612119,False
33056,846709,True
33091,2650635,False
33095,1084554,False
33126,1628567,False
33136,2178845,False
33147,1201550,False
33160,1228789,True
33164,3249228,False
33253,2170242,False
33293,1630821,False
33384,2009712,False
33397,2094515,False
33433,901415,True
33447,2635262,True
33459,2543917,False
33487,129926,False
33496,2511585,False
33515,1317906,False
33528,28696,True
33533,997480,True
33568,2651623,False
33582,278713,False
33591,2560829,False
33598,1415956,False
33641,1312596,True
33646,1086677,False
33660,2354169,False
33673,1254380,False
33687,2148784,False
33704,1720548,False
33736,140931,False
33752,3230232,False
33767,3023704,True
33777,1907607,False
33796,455035,False
33808,659909,False
33880,1769739,True
33915,3416966,False
33953,3331469,True
33966,1188813,True
34026,3107093,False
34070,501582,False
34088,3178892,False
34119,512343,False
34127,335044,False
34144,2218299,False
34164,300162,True
34213,134419,True
34260,2058713,False
34280,2799312,False
34285,2990314,True
34308,164788,True
34322,872361,False
34327,374606,True
34343,2868479,False
34351,428639,False
34355,3398449,False
34394,1306035,False
34401,2474551,False
34409,1871305,False
34414,2780038,False
34427,812023,True
34437,1915214,False
34442,1684359,False
34446,776848,False
34451,704344,False
34458,1169273,False
34462,1866082,False
34467,354180,False
34501,3001884,False
34526,2450313,False
34554,2250142,False
34572,2046274,False
34585,1008627,False
34591,1211369,False
34609,1165567,True
34638,4711,False
34708,1376142,True
34720,1289521,False
34752,2440998,False
34759,378564,False
34791,1629837,False
34860,2106068,False
34898,214187,False
34923,1554602,False
34937,1124637,False
34941,179504,True
34963,3278797,True
35004,3250752,False
35020,911951,False
35037,145985,False
35064,1177246,False
35077,1453091,False
35159,2460232,True
35173,3266010,False
35182,1242065,False
35188,646752,False
35200,1490598,True
35219,469780,True
35263,430749,True
35331,2065398,False
35346,1529138,True
35352,1261129,False
35358,2982167,False
35367,3051847,True
35375,2130592,False
35394,865712,False
35407,2102178,False
35418,760946,False
35445,819088,False
35449,2018860,False
35459,359518,False
35464,1732029,False
35484,901171,False
35572,2766487,False
35576,783074,True
35584,1003694,False
35686,1976922,True
35718,1836043,True
35734,1065495,False
35766,767323,False
35779,2734758,True
35872,1643858,False
35879,3231905,False
35883,1506044,False
35937,2534643,True
36100,2195465,True
36122,2701869,False
36147,303706,True
36151,1523961,False
36157,1347705,False
36240,852435,False
36271,1015146,False
36311,950032,False
36353,1106171,True
36371,3260987,False
36376,2117424,False
36380,1598521,False
36393,562888,False
36466,2783268,False
36477,232180,True
36506,2272909,False
36512,795152,False
36527,89254,False
36575,3264599,True
36589,779762,False
36594,3288371,False
36599,322872,False
36642,3287488,False
36662,1735168,False
36680,2688152,False
36709,2987256,False
36715,452984,False
36742,2164759,True
36747,2377021,False
36756,2053641,False
36780,3208416,True
36839,1888026,False
36888,1012214,True
36910,419128,True
36915,3356697,False
36921,1568848,False
36932,713987,False
36963,1501646,True
36984,1162526,True
36990,2484522,False
37125,1035438,False
37129,1021481,False
37141,348271,True
37147,929363,False
37163,1102552,False
37211,3334867,True
37231,1089396,True
37237,374748,False
37335,2877213,True
37339,1459930,False
37349,20018,False
37400,995001,True
37413,2861125,False
37434,2001237,False
37464,2614615,False
37468,1251956,False
37478,280037,False
37490,3411016,False
37496,3398797,False
37505,223255,False
37528,1809571,False
37539,3343119,True
37607,2373057,False
37623,340476,False
37643,2260878,False
37648,2228537,False
37749,3183098,False
37757,1091539,False
37762,2016450,False
37778,591499,False
37802,3277161,True
37892,572329,True
37905,952329,False
37914,1052691,False
37923,1678449,False
37938,2138164,True
37963,1822170,False
37975,2313176,False
37983,1758870,True
37995,2748224,False
38021,504629,True
38068,2660314,True
38078,1441408,False
38085,928669,False
38097,1991464,False
38128,1294149,True
38134,2177490,True
38139,371193,False
38175,2261233,True
38213,26611,True
38222,1989622,True
38229,3229042,False
38256,2335253,False
38269,1368523,True
38312,2805064,False
38321,2743972,True
38326,737719,False
38333,457786,False
38437,689584,False
38443,2895690,True
38468,539369,False
38591,543688,True
38606,497814,False
38622,512334,False
38671,1031481,False
38721,2484792,False
38763,772327,True
38864,1496873,True
38868,2024568,False
38872,2865637,False
38902,2398746,True
39013,456185,False
39022,451711,False
39031,1893317,False
39040,2703002,False
39089,1594674,False
39109,3017315,False
39114,1041511,False
39150,1947936,True
39191,3372129,True
39202,930324,False
39207,2394426,False
39235,1220152,True
39248,319031,False
39266,2950266,False
39284,2774867,True
39336,2681078,True
39349,147369,False
39382,1169294,False
39386,2272387,True
39404,1852279,False
39422,2395034,False
39449,2361096,False
39510,1057242,True
39537,1455404,True
39567,3130140,True
39613,3126308,False
39655,496950,False
39665,402738,False
39683,1086862,True
39715,1917261,False
39719,1966022,False
39732,1496080,True
39744,3143337,False
39752,2406823,False
39770,1890,False
39777,817343,False
39836,1209644,False
39862,1710271,True
39871,1745540,False
39921,2569180,False
39929,174976,True
39953,677693,True
40032,3363061,False
40038,1877053,True
40049,797735,False
40053,412840,True
40062,3168922,False
40090,2684178,False
40144,403604,False
40175,1074427,False
40196,987020,False
40206,1769075,False
40292,645412,False
40302,174063,False
40313,428001,False
40342,1056049,False
40373,825795,False
40388,1898428,False
40414,718184,False
40419,1507931,False
40423,2806411,True
40457,2614759,False
40543,82156,True
40559,336488,True
40563,54804,False
40574,231289,False
40605,1213787,False
40630,2677905,False
40639,288186,False
40683,3339983,False
40697,510999,False
40712,1706615,False
